ClubID,ClubName,Address,City,PostalCode,State,Country,Latitude,Longitude,Website,Email,Telephone,Continent
89,Golfklubben Lillebælt,Østre Hougvej 130,Middelfart,5500,,Denmark,55.487416,9.736371,https://gkl.dk/,sekretariatet@gkl.dk,64418011,Europe
23,Golfklubben Storstrømmen,Kringelborg Alle 9,Nykøbing Falster,4800,,Denmark,54.758574,11.901635,http://www.storstroemmen.dk/,golf@storstroemmen.dk,54828080,Europe
200,Great Northern,Damgårds Alle 71,Kerteminde,5300,,Denmark,55.458465,10.639507,https://greatnorthern.dk/en/,info@greatnorthern.dk,33337711,Europe
53,Grenaa Golfklub,Vestermarken 1,Grenå,8500,,Denmark,56.420532,10.844703,http://www.grenaagolfklub.dk/,info@grenaagolfklub.dk,86327929,Europe
186,Greve Golfklub,Karlslunde Centervej 45,Karlslunde,2690,,Denmark,55.587408,12.19275,https://www.grevegolf.dk/,info@grevegolf.dk,46134005,Europe
180,Gudhjem Golfklub,Spellingevej 1,Gudhjem,3760,,Denmark,55.213107,14.879932,http://www.gudhjemgolfklub.dk/,carsten@roegolfbane.dk,56484050,Europe
194,Gudme Golf Club,Gudme Kohavevej 41,Gudme,5884,,Denmark,55.136521,10.709976,http://www.gudmegolfclub.dk/,Sebastian@gudmegolfclub.dk,30312314,Europe
45,Gyttegård Golf Klub,Billundvej 43,Hejnsvig,7250,,Denmark,55.709114,9.035693,https://spil-golf.dk/,info@ggk45.dk,75336382,Europe
31,Haderslev Golfklub,Viggo Carstensens Vej 7,Haderslev,6100,,Denmark,55.254045,9.447814,http://www.haderslevgolfklub.dk/,mail@haderslevgolfklub.dk,74528301,Europe
114,Hals Golf Klub,Nordmandshage 40,Hals,9370,,Denmark,56.995043,10.326038,http://www.halsgolf.dk/,info@halsgolf.dk,29265854,Europe
119,Halsted Kloster Golfklub,Maribovej 252,Nakskov,4900,,Denmark,54.848104,11.232001,http://www.halstedklostergolfklub.dk/,info@halstedklostergolfklub.dk,21206242,Europe
112,Hammel Golf Klub,Mosevej 11B,Hammel,8450,,Denmark,56.250114,9.882148,http://www.hammelgolfklub.dk/,info@hammelgolfklub.dk,86961819,Europe
126,Harre Vig Golfklub,Harrebjergvej 13,Roslev,7870,,Denmark,56.713025,8.905128,https://www.harreviggolf.dk/,kontakt@harreviggolf.dk,97571166,Europe
908,Haunstrup Golf KS Aktiv Fritid,Skibbildvej 105,Herning,7400,,Denmark,56.135544,8.806346,https://haunstrupgolfklub.dk/,mail@haunstrupgolfklub.dk,23255856,Europe
50,Hedeland Golfklub,Stærkendevej 232A,Hedehusene,2640,,Denmark,55.616266,12.172451,http://www.hedeland-golf.dk/,klub@hedeland-golf.dk,46136188,Europe
171,Hedens Golfklub,Resenfeldevej 26 A,Viborg,7470,,Denmark,56.366798,9.203629,http://www.hedensgolf.dk/,info@hedensgolfklub.dk,30222890,Europe
153,Hedensted Golf Klub,Rindbækvej 6,Hedensted,8722,,Denmark,55.754038,9.718676,http://www.hedenstedgolf.dk/,info@hedenstedgolf.dk,21990700,Europe
4,Helsingør Golf Club,Gl Hellebækvej 73,Helsingør,3000,,Denmark,56.050507,12.578329,http://www.helsingorgolf.dk/,klubkontor@helsingorgolf.dk,49212970,Europe
66,Henne Golfklub,Hennebysvej 30,Henne,6854,,Denmark,55.736192,8.227167,http://www.hennegolfklub.dk/,post@hennegolfklub.dk,75255610,Europe
15,Herning Golf Klub,Golfvej 24,Herning,7400,,Denmark,56.136664,9.000997,http://www.herninggolfklub.dk/,info@herninggolfklub.dk,97210033,Europe
17,Hillerød Golf Klub,Nysøgårdsvej 9,Hillerød,3400,,Denmark,55.904142,12.326408,http://www.hillerodgolf.dk/,klubben@hillerodgolf.dk,48265046,Europe
140,Himmelbjerg Golf Club,Bakbjergvej 7,Them,8653,,Denmark,56.090825,9.626229,https://www.himmelbjerggolf.dk/,hgc@himmelbjerggolf.dk,87983100,Europe
48,Himmerland Golf Klub,Lars Larsens Vej 1,Gatten,9640,,Denmark,56.873268,9.395044,https://himmerlandresort.dk/,golfklub@himmerland.eu,96496100,Europe
81,Hirtshals Golfklub,Kjulvej 10,Hirtshals,9850,,Denmark,57.576192,10.03651,https://www.hirtshals-golfklub.dk/,info@hirtshals-golfklub.dk,20319408,Europe
77,Hjarbæk Fjord Golf Klub,Stavildvej 2 A,Skals,8832,,Denmark,56.574303,9.302051,https://www.hfgc.dk/,info@hfgc.dk,86696288,Europe
52,Hjortespring Golfklub,Klausdalsbrovej 602,Ballerup,2750,,Denmark,55.741085,12.397768,https://hjgk.dk/,post@hjgk.dk,44689009,Europe
59,Hjørring Golfklub,Vinstrupvej 30,Hjørring,9800,,Denmark,57.494754,9.989336,https://hjoerringgolf.dk/,info@hjoerringgolf.dk,98911828,Europe
155,Hobro Golfklub,Torndalsvej 3,Hobro,9500,,Denmark,56.651354,9.835337,https://hobrogolf.dk/,MAIL@HOBROGOLF.DK,98520500,Europe
13,Holbæk Golfklub,Dragerupvej 50,Holbæk,4300,,Denmark,55.724958,11.777529,https://holbakgolfklub.dk/,info@holbakgolfklub.dk,59434579,Europe
103,Holmsland Klit Golfklub,Klevevej 19,Ringkøbing,6950,,Denmark,56.130727,8.130148,https://www.holmslandklitgolf.dk/,holmsland@golfonline.dk,97338800,Europe
26,Holstebro Golfklub,Brandsbjergvej 4,Vemb,7570,,Denmark,56.321812,8.427998,https://www.holstebrogolfklub.dk/,post@holstebrogolfklub.dk,96126200,Europe
135,Holsted Golfklub,Bengårdsvej 4,Holsted,6670,,Denmark,55.522882,8.933442,https://holstedgolfklub.com/,holstedgolfklub@gmail.com,75392963,Europe
67,Hornbæk Golfklub,Bøtterupvej 2C,Hornbæk,3100,,Denmark,56.046261,12.435936,https://hbgk.dk/,golf@hbgk.dk,49759570,Europe
35,Horsens Golfklub,Silkeborgvej 44,Horsens,8700,,Denmark,55.878953,9.815587,https://www.horsensgolfklub.dk/,info@horsensgolf.dk,75615151,Europe
178,Hvalpsund Golf Club,Tingvej 44,Farsø,9640,,Denmark,56.700239,9.220973,https://www.hvalpsundgolfclub.dk/,info@hvalpsundgolfclub.dk,96985000,Europe
30,Hvide Klit,Hvideklitvej 28,Ålbæk,9982,,Denmark,57.622804,10.427769,https://www.hvideklit.dk/,info@hvideklit.dk,98489021,Europe
92,Hørsholm Golfklub,Grønnegade 1,Hørsholm,2970,,Denmark,55.884885,12.453823,https://www.hoersholm-golf.dk/,post@hoersholm-golf.dk,45765150,Europe
84,Ikast Golf Club,Remmevej 36,Ikast,7430,,Denmark,56.12193,9.201292,https://www.ikasttullamoregolf.dk/,info@ikasttullamoregolf.dk,97252009,Europe
157,Ishøj Golfklub,Køgevej 275,Ishøj,2635,,Denmark,55.623775,12.278426,https://ishojgolf.dk/,info@ishojgolf.dk,71712971,Europe
61,Jammerbugtens Golfklub,Starkærvej 20,Fjerritslev,9690,,Denmark,57.091582,9.254445,https://jbgolf.dk/,klubben@jbgolf.dk,98212666,Europe
102,Jelling Golfklub,Jelling Skovvej 2,Jelling,7300,,Denmark,55.745318,9.432474,https://www.jellinggk.dk/,mail@jellinggk.dk,75872790,Europe
36,Juelsminde Golfklub,Bolbroholtvej 11,Juelsminde,7130,,Denmark,55.721456,9.988111,https://juelsmindegolf.dk/,golf@juelsmindegolf.dk,75693492,Europe
65,Kaj Lykke Golfklub,Kirkebrovej 5,Bramming,6740,,Denmark,55.480728,8.68479,https://www.kajlykkegolfklub.dk/,post@kajlykkegolfklub.dk,75102246,Europe
41,Kalundborg Golfklub,Røsnæsvej 225,Kalundborg,4400,,Denmark,55.720164,11.009552,https://www.kalundborg-golf.dk/,info@kalundborg-golf.dk,59501385,Europe
75,Kalø Golf Club,Dyrhøjgårdsvej 4,Rønde,8410,,Denmark,56.307096,10.40435,https://kaloegolf.dk/,kontor@kaloegolf.dk,86373605,Europe
187,Karup Å Golfklub,Hessellundvej 12,Viborg,7470,,Denmark,56.32331,9.115648,https://karupgolf.dk/wp/,info@karupgolf.dk,22562672,Europe
903,Kellers Park Golf Club,Østergårdsvej 33,Børkop,7080,,Denmark,55.657412,9.684309,https://kellersparkgolfclub.dk/,post@kellersparkgolfclub.dk,28556510,Europe
33,Kokkedal Golfklub,Kokkedal Alle 9,Hørsholm,2970,,Denmark,55.903603,12.518097,https://www.kokkedalgolf.dk/,kg@kokkedalgolf.dk,45769959,Europe
7,Kolding Golf Club,Egtved Alle 10,Kolding,6000,,Denmark,55.513388,9.469931,https://www.kgc.dk/,kgc@kgc.dk,51522299,Europe
14,Korsør Golf Klub,Ørnumvej 8,Korsør,4220,,Denmark,55.344815,11.144292,https://korsoergolf.dk/,golf@korsoergolf.dk,58371836,Europe
1,Københavns Golf Klub,Dyrehaven 2,Kongens Lyngby,2800,,Denmark,55.8029520,12.5747200,https://www.kgkgolf.dk/,kontor@kgkgolf.dk,39630483,Europe
24,Køge Golf Klub,Gammel Hastrupvej 12,Køge,4600,,Denmark,55.427105,12.175586,http://www.kogegolf.dk/,admin@kogegolf.dk,56651000,Europe
132,Langelands Golf Klub,Østerskovvej 49C,Humble,5932,,Denmark,54.797032,10.740545,https://langelands-golf.dk/,info@langelands-golf.dk,63560099,Europe
909,Langesø Golf A/S,Langesøvej 139,Morud,5462,,Denmark,55.431932,10.208267,https://langesoegolf.dk/,langesoegolf@gmail.com,40184616,Europe
169,Ledreborg Palace Golf Club,Skottehusvej 10,Lejre,4320,,Denmark,55.6074208,11.9483865,https://lpgc.dk/,golf@lpgc.dk,46461630,Europe
60,Lemvig Golfklub,Strandvejen 15,Lemvig,7620,,Denmark,56.557854,8.292651,https://lemviggolfklub.dk/,info@lemviggolfklub.dk,97810920,Europe
904,Linnebjerg Golf,Lillevang 2,Ølstykke,3650,,Denmark,55.785355,12.161087,https://www.linnebjerggolf.dk/,info@linnebjerggolf.dk,31101664,Europe
202,Lübker Golf Klub,Trent Jones Allé 3,Nimtofte,8581,,Denmark,56.424431,10.582048,https://www.lubker.com/,golf@lubker.com,38408000,Europe
185,Lyngbygaard Golf Klub,Lyngbygårdsvej 29,Brabrand,8220,,Denmark,56.169732,10.030421,https://lyg.dk/,info@lyg.dk,87441070,Europe
113,Læsø Seaside Golf Klub,Prof Johansens Vej 2,Læsø,9940,,Denmark,57.3154457,11.0875818,https://laesoe-golfklub.dk/,post@laesoe-golfklub.dk,98498400,Europe
146,Løgstør Golfklub,Viborgvej 130 Ravnstrup,Løgstør,9670,,Denmark,56.947681,9.252587,https://www.logstorgolfklub.dk/,info@logstorgolfklub.dk,98679200,Europe
93,Løkken Golfklub,Vrenstedvej 226,Løkken,9480,,Denmark,57.360127,9.741524,http://www.loekken-golfklub.dk/,info@loekken-golfklub.dk,98992657,Europe
176,Mariagerfjord Golfklub,Mariagervej 101,Hadsund,9560,,Denmark,56.689782,10.108186,https://mfgk.dk/,sekretariat@mfgk.dk,41212721,Europe
69,Maribo Sø Golfklub,Refshale Byvej 22,Maribo,4930,,Denmark,54.763879,11.530049,https://maribogolf.dk/,maribogolf@maribogolf.dk,54782655,Europe
118,Marielyst Golf Klub,Bøtø Ringvej 2,Væggerløse,4873,,Denmark,54.685899,11.94869,https://marielystgolfklub.dk/,sekretariatet@marielystgolfklub.dk,54134183,Europe
912,Markusminde Golf,Nordrevej 43,Sabro,8471,,Denmark,56.248896,9.964685,https://markusmindegolf.dk/,info@markusmindegolf.dk,86949444,Europe
136,Mensalgård Golfklub,Strandvej 25,Højby,4573,,Denmark,55.912543,11.568187,https://www.mensalgaardgolfklub.dk/,jfrederiksen57@gmail.com,59642400,Europe
182,Midtfyns Golfklub,Kaholehaven 6,Ringe,5750,,Denmark,55.233699,10.447837,https://midtfynsgolfklub.dk/,mail@midtfynsgolfklub.dk,40963951,Europe
147,Midtsjællands Golfklub,Ringstedvej 196,Holbæk,4300,,Denmark,55.650148,11.66732,https://midtgolf.dk/,sekretariat@midtgolf.dk,59183051,Europe
79,Mollerup Golf Club,Mollerupvej 7,Risskov,8240,,Denmark,56.213158,10.194702,https://www.mollerupgolfclub.dk/,redaktionen@mollerupgolfclub.dk,86785556,Europe
57,Morsø GolfKlub,Teglgårdsvej 24,Nykøbing Mors,7900,,Denmark,56.813351,8.84864,http://www.morsoe-golfklub.dk/,info@morsoe-golfklub.dk,97722044,Europe
28,Mølleåens Golf Klub,Rosenlundvej 3,Lynge,3540,,Denmark,55.821564,12.270235,https://www.mgk.dk/,kontor@mgk.dk,48188631,Europe
98,Møn Golfklub,Klintevej 118,Stege,4780,,Denmark,54.990626,12.351444,https://www.moengolfklub.dk/,sekretariatet@moengolfklub.dk,55813260,Europe
55,Nexø Golf Klub,Strandmarksvejen 14,Nexø,3730,,Denmark,55.003273,15.029414,https://www.nexogolfklub.dk/,ngk@dueodde-golf.dk,56488987,Europe
124,Nivå Golf Klub,Løvbjerggårdsvej 1,Kokkedal,2980,,Denmark,55.922784,12.473727,http://www.nivaagolf.dk/,nivaagolf@nivaagolf.dk,49148888,Europe
104,Nordborg Golfklub,Johan Bondes Vej 9,Nordborg,6430,,Denmark,55.048383,9.77802,https://www.nordborggolfklub.dk/,sekretaer@nordborg-golfklub.dk,30515609,Europe
56,Nordbornholms Golf Klub,Spellingevej 3,Gudhjem,3760,,Denmark,55.209736,14.875036,http://www.nordbornholmsgolfklub.dk/,gjhpro@hotmail.com,56484050,Europe
76,Norddjurs Golfklub,Nordkystvejen 10,Allingåbro,8961,,Denmark,56.468525,10.364246,https://norddjursgolf.dk/,sekretariat@norddjursgolf.dk,86480700,Europe
29,Nordvestjysk Golfklub,Nystrupvej 19,Thisted,7700,,Denmark,57.011997,8.523402,https://nvgolf.dk/,nvgolf@sport.dk,97974141,Europe
913,Nuuk Golfklub,Siaqqinneq B-3194,Nuuk,3900,,Greenland,64.1918304,-51.688849,https://www.nuukgolf.com/,nuukgolfklub@outlook.dk,99484473,Europe
139,Næstved Golfklub,Karrebækvej 461,Næstved,4700,,Denmark,55.211626,11.700612,https://www.naestvedgolf.dk/,info@naestvedgolf.dk,55733344,Europe
94,Odder Golfklub,Aakjærvej 200,Odder,8300,,Denmark,55.939925,10.10747,https://www.oddergolf.dk/,oddergolf@oddergolf.dk,86545451,Europe
101,Odense Eventyr Golf,Falen 227,Odense,5250,,Denmark,55.375188,10.326698,https://www.eventyrgolf.dk/,info@oegc.dk,65652020,Europe
5,Odense Golfklub,Hollufgårds Allé 21,Odense,5220,,Denmark,55.35585,10.439866,https://www.odensegolfklub.dk/,sekretariatet@odensegolfklub.dk,65959000,Europe
20,Odsherred Golfklub,Stårupvej 2,Højby,4573,,Denmark,55.908436,11.609442,http://www.odsherredgolf.dk/,sek@odsherredgolf.dk,59302076,Europe
177,Outrup Golfklub,Rottarpvej 40,Outrup,6855,,Denmark,55.707472,8.339009,https://www.outrupgolfklub.dk/,kontor@outrupgolfklub.dk,76522921,Europe
129,Passebækgård Golf Klub,Bregnerødvej 35,Gilleleje,3250,,Denmark,56.107264,12.344708,https://www.passebaekgaard.dk/,klub@passebaekgaard.dk,49717658,Europe
150,Randers Fjord Golfklub,Murhusbakken 21,Randers,8930,,Denmark,56.502835,10.181926,https://www.rfgk.dk/,info@rfgk.dk,86440603,Europe
12,Randers Golf Klub,Himmelbovej 22,Randers,8920,,Denmark,56.455367,9.951009,http://randersgolf.dk/,info@randersgolf.dk,86428869,Europe
134,REE GOLF,Høbjergvej 32,Helsinge,3200,,Denmark,55.995981,12.223211,https://reegolfklub.dk/,info@reegolf.dk,48795655,Europe
49,Ribe Golf Klub,Snepsgårdevej 14,Ribe,6760,,Denmark,55.293293,8.85803,https://www.ribegolfklub.dk/,info@ribegolfklub.dk,75441454,Europe
64,Rold Skov Golfklub,Golfvej 1,Skørping,9520,,Denmark,56.835366,9.922879,https://www.roldskovgolf.dk/,info@roldskovgolf.dk,96828300,Europe
38,Roskilde Golf Klub,Margrethehåbsvej 116,Roskilde,4000,,Denmark,55.64645,12.035881,https://roskildegolfklub.dk/,sekretariat@roskildegolfklub.dk,46370181,Europe
900,Royal Golf Club,Center Blvd. 4,Copenhagen S,2300,,Denmark,55.6398516,12.5750216,http://www.royalgolf.dk/,mr@royalgolf.dk,72406000,Europe
80,Royal Oak Golf Club,Golfvej 2,Rødding,6630,,Denmark,55.365562,9.210842,http://www.royaloak.dk/,info@royaloak.dk,74553294,Europe
8,Rungsted Golf Klub,Vestre Stationsvej 16,Rungsted Kyst,2960,,Denmark,55.881335,12.531249,http://www.rungstedgolfklub.dk/,info@rungstedgolfklub.dk,45863444,Europe
168,Rømø Golf Klub,Vestergade 31,Rømø,6792,,Denmark,55.085422,8.551716,https://www.romo-golfklub.dk/,info@romo-golfklub.dk,74755655,Europe
190,Rønnede Golf Klub,Symbiosen 2,Rønnede,4683,,Denmark,55.258848,12.002893,http://www.roennede-golfklub.dk/,info@ronnedegolfklub.dk,44400907,Europe
95,Samsø Golfklub,Besser Kirkevej 24,Samsø,8305,,Denmark,55.85463,10.637056,https://samsoegolfklub.dk/,info@samsoegolfklub.dk,86592218,Europe
11,Sct. Knuds Golfklub,Slipshavnsvej 16,Nyborg,5800,,Denmark,55.300731,10.830098,https://sct-knuds.dk/,mail@sct-knuds.dk,65311212,Europe
109,Sebber Kloster Golf Klub,Bjerregårdsvej 23,Nibe,9240,,Denmark,56.963189,9.528119,https://www.sebbergolf.dk/,kontor@sebbergolf.dk,22104500,Europe
172,Sejerø Golfklub,Sejerøvej 28,Sejerø,4592,,Denmark,55.903758,11.114845,http://www.sejerogolfklub.dk/,info@sejerogolfklub.dk,23414280,Europe
16,Silkeborg Ry Golfklub(Ry),Skovagervej 200,Ry,8680,,Denmark,56.0947219,9.8081746,http://srgolf.dk/da/,welcome@srgolf.dk,86853399,Europe
1602,Silkeborg Ry Golfklub(Silkeborg),Sommervej 50,Silkeborg,8600,,Denmark,56.1775577,9.6299901,https://srgolf.dk/,welcome@srgolf.dk,86853399,Europe
85,Simon’s Golf Club,Nybovej 5,Kvistgård,3490,,Denmark,55.975759,12.489829,https://simonsgolf.dk/en/,info@simons-golf-as.dk,49191478,Europe
83,Sindal Golf Klub,Volstrupvej 135,Sindal,9870,,Denmark,57.460034,10.273578,https://sindalgolfklub.dk/,info@sindalgolfklub.dk,98934422,Europe
70,Skanderborg Golf Klub,Hylke Møllevej 2,Skanderborg,8660,,Denmark,56.002501,9.923148,https://www.skanderborg-golfklub.dk/,golf@skanderborg-golfklub.dk,86538688,Europe
40,Skive Golfklub,Frugtparken 15,Skive,7800,,Denmark,56.590112,9.014515,https://www.skivegolfklub.dk/,kontor@skivegolfklub.dk,97524409,Europe
138,Skovbo Golfklub,Dalbyvej 50,Borup,4140,,Denmark,55.485412,12.044291,https://www.skovbogolfklub.dk/,info@skovbogolfklub.dk,70200282,Europe
154,Skærbæk Mølle Golfklub Ølgod,Skærbækvej 12,Ølgod,6870,,Denmark,55.821679,8.5781,https://www.sm-golfklub.dk/,info@sm-golfklub.dk,61771718,Europe
120,Smørum Golfklub,Skebjergvej 46,Smørum,2765,,Denmark,55.72851,12.306102,https://www.smorumgolf.dk/,info@smorumgolf.dk,44973700,Europe
127,Solrød Golfklub,Møllesvinget 2,Karlslunde,2690,,Denmark,55.554002,12.206424,https://solrodgolf.dk/,info@solrodgolf.dk,40263654,Europe
47,Sorø Golfklub,Suserupvej 7A,Sorø,4180,,Denmark,55.382055,11.564764,https://soroegolf.dk/,post@soroegolf.dk,57849395,Europe
184,STENSBALLEGAARD GOLF,Stensballegaardvej 7,Horsens,8700,,Denmark,55.870339,9.927679,https://stensballegaardgolf.dk/,golf@stensballegaardgolf.dk,75658018,Europe
123,Struer Golfklub,Thagårdvej 16,Struer,7600,,Denmark,56.548196,8.55211,https://www.struer-golfklub.dk/,Info@struer-golfklub.dk,97861720,Europe
21,Svendborg Golf Klub,Tordensgårdevej 5,Svendborg,5700,,Denmark,55.087367,10.554706,https://svendborggolfklub.dk/,info@svendborg-golf.dk,62224077,Europe
42,Sydsjællands Golfklub Mogenstrup,Præstø Landevej 39,Næstved,4700,,Denmark,55.183249,11.867272,https://ssgm.dk/,sekretariat@ssgm.dk,55761555,Europe
183,Sydthy Golfklub,Ulstedvej 8A,Hurup Thy,7760,,Denmark,56.74268,8.388831,https://sydthygolfklub.dk/,info@sydthygolfklub.dk,97971944,Europe
71,Sæby Golfklub,Vandløsvej 50,Sæby,9300,,Denmark,57.33512,10.479366,https://xn--sbygolfklub-98a.dk/,saeby@golf-klub.dk,98467677,Europe
905,Søhøjlandet Golf Resort P/S,Amerikabakken 499,Gjern,8883,,Denmark,56.215681,9.73378,https://sohojlandetgolf.dk/,golf@sohojlandet.dk,70707499,Europe
37,Søllerød Golfklub,Brillerne 9,Holte,2840,,Denmark,55.829296,12.513998,https://sollerodgolf.dk/,golf@sollerodgolf.dk,45801784,Europe
906,Sølykke Golf,Vesterskovvej 1,Langeskov,5550,,Denmark,55.342203,10.598919,https://www.soelykkegolf.dk/,info@soelykkegolf.dk,26203716,Europe
51,Sønderborg Golfklub,Gundstrup 2,Augustenborg,6440,,Denmark,54.955157,9.915111,http://www.sonderborggolfklub.dk/,info@sonderborggolfklub.dk,74473797,Europe
22,Sønderjyllands Golfklub,Golfbanevej 3,Tinglev,6360,,Denmark,54.966885,9.353421,https://www.sdj-golfklub.dk/,sonderjylland@sdjgolf.dk,74687525,Europe
